ledger_id,loan_id,due_date,paid_date,emi_due,emi_paid
TXN-73868,LNK-3552,2026-02-01,2026-02-11,690.00,685.21
TXN-98139,LNK-35663,2024-07-01,2024-07-27,1405.73,783.32
TXN-34023,LNK-35663,2024-08-01,2024-08-12,1395.47,1387.65
TXN-80924,LNK-92266,2026-04-01,2026-05-22,620.74,613.24
TXN-34064,LNK-92266,2026-05-01,2026-04-28,615.97,610.76
TXN-75542,LNK-92266,2026-06-01,NULL,607.40, 0.00 
TXN-43310,LNK-28925,2024-11-01,2024-11-04,2165.56,2153.43
TXN-13678,LNK-28925,12/01/2024,2024-12-12,2176.69,2148.17
TXN-23016,LNK-42973,2020-11-01,2020-12-07,2547.75,2426.25
TXN-31991,LNK-42973,2020-12-01,2020-11-28,2555.05,2546.99
TXN-56509,LNK-42973,2021-01-01,2021-03-01,2515.43,2487.09
TXN-27386,LNK-42973,2021-02-01,2021-02-06,2476.84,2455.82
TXN-17650,LNK-42973,2021-03-01,2021-03-03,2477.69,2441.93
TXN-44783,LNK-56885,2022-02-01,2022-03-01,"$2,488.99",2408.41
TXN-42187,LNK-56885,2022-03-01,2022-02-28,"$2,414.74",2405.33
TXN-34405,LNK-56885,2022-04-01,2022-04-13,2432.31,2394.52
TXN-16103,LNK-56885,2022-05-01,NULL,2387.07,0.00
TXN-83729,LNK-56885,2022-06-01,NULL,2414.80,0.00
TXN-19118,LNK-56885,2022-07-01,2022-07-09,2372.04,2350.11
TXN-80890,LNK-33850,2025-02-01,2025-03-11,2228.90,2206.05
TXN-30531,LNK-33850,2025-03-01,2025-04-12,2157.16,1121.74
TXN-75579,LNK-78128,2023-01-01,2022-12-29,1142.41,1142.29
TXN-95161,LNK-78128,2023-02-01,2023-02-05,1144.59,1131.09
TXN-25427,LNK-78128,2023-03-01,2023-04-23,1126.66,1085.30
TXN-30117,LNK-78128,2023-04-01,2023-04-09,1160.52,1150.97
TXN-48224,LNK-78128,2023-05-01,2023-04-29,1160.32,1157.39
TXN-73107,LNK-78128,2023-06-01,2023-05-30,1175.59,1153.73
TXN-90976,LNK-95936,2019-08-01,2019-08-01,2490.75,2459.01
TXN-62079,LNK-95936,2019-09-01,2019-09-03,2453.50,2416.35
TXN-96313,LNK-95936,2019-10-01,,2426.71,0.00
TXN-64907,LNK-95936,2019-11-01,2019-12-04,2448.69,2379.91
TXN-66497,LNK-95936,2019-12-01,2019-12-19, 2462.75 ,1394.69
TXN-96636,LNK-99882,2023-11-01,2023-11-05,1432.94,1414.55
TXN-71143,LNK-99882,2023-12-01,2023-11-29,1387.96,1379.71
TXN-77249,LNK-99882,2024-01-01,2024-01-02,1436.03,1420.18
TXN-37030,LNK-99882,2024-02-01,2024-02-10,1446.69,1418.73
TXN-13408,LNK-43421,2023-07-01,2023-08-14,995.39,498.26
TXN-35263,LNK-43421,2023-08-01,2023-08-28,992.64,984.17
TXN-22782,LNK-21632,2019-10-01,,1688.21,0.00
TXN-74250,LNK-21632,2019-11-01,2019-11-03,1712.94,1698.83
TXN-32215,LNK-21632,2019-12-01,2019-12-08,1720.55,1709.95
TXN-88215,LNK-21632,2020-01-01,2020-01-06,1714.28,1687.49
TXN-44929,LNK-21632,2020-02-01,2020-02-13,1648.71,1618.02
TXN-16580,LNK-21632,2020-03-01,2020-02-28,"$1,648.41",1629.82
TXN-90613,LNK-95489,2022-04-01,2022-05-16,1270.48,854.10
TXN-89875,LNK-95489,2022-05-01,2022-05-19,1309.78,1270.26
TXN-38318,LNK-95489,06/01/2022,2022-07-05,1300.72,798.43
TXN-72334,LNK-95489,2022-07-01,2022-08-20,1325.75,1290.33
TXN-55916,LNK-95489,2022-08-01,2022-08-10,1305.49,1296.47
TXN-20534,LNK-95489,2022-09-01,,1329.27,0.00
TXN-37933,LNK-55805,2023-11-01,2023-11-08,2132.02,2105.66
TXN-73813,LNK-55805,2023-12-01,2023-12-02,2146.56,2145.32
TXN-64508,LNK-55805,01/01/2024,2024-01-12,2152.40,2147.14
TXN-99419,LNK-55805,2024-02-01,2024-02-07,"$2,166.78",2131.17
TXN-80128,LNK-21585,02/01/2022,2022-01-31,1765.37,1736.85
TXN-43799,LNK-21585,2022-03-01,2022-03-26,1844.03,1209.23
TXN-79526,LNK-21585,2022-04-01,2022-04-12,1812.92,1803.72
TXN-24723,LNK-21585,2022-05-01,2022-05-27,1764.71,685.12
TXN-49724,LNK-21585,2022-06-01,2022-06-25,1810.23,528.06
TXN-95590,LNK-92680,10/01/2022,,3036.52, 0.00 
TXN-23331,LNK-92680,2022-11-01,2022-12-03,3152.10,1776.08
TXN-31555,LNK-92680,2022-11-01,2022-12-03,3152.10,1776.08
TXN-59911,LNK-92680,2022-12-01,,3066.49,0.00
TXN-74836,LNK-92680,2023-01-01,2023-01-24,2980.93,905.81
TXN-83840,LNK-92680,2023-02-01,,3075.78,0.00
TXN-90570,LNK-3490,2023-04-01,,2075.84,0.00
TXN-23063,LNK-3490,2023-05-01,2023-07-13,2067.46,"$1,989.92"
TXN-82956,LNK-3490,2023-06-01,2023-06-01,2095.11,2093.39
TXN-48085,LNK-3490,2023-07-01,2023-07-05,2083.59,2065.37
TXN-52773,LNK-3490,2023-08-01,2023-08-02,2070.80,2035.55
TXN-18950,LNK-3490,2023-09-01,,2128.97,0.00
TXN-91742,LNK-47388,2023-11-01,2023-12-24,1291.27,1273.89
TXN-30101,LNK-47388,2023-12-01,,1323.35,0.00
TXN-10375,LNK-47388,2024-01-01,2024-01-02,1327.98,1316.42
TXN-76683,LNK-42799,2023-03-01,2023-02-26,979.38,962.79
TXN-45627,LNK-42799,2023-04-01,2023-04-08,952.55,936.60
TXN-91470,LNK-42799,2023-05-01,05/10/2023,948.92,945.87
TXN-65908,LNK-16814,2023-03-01,2023-03-07,2746.23,2732.08
TXN-55911,LNK-16814,2023-04-01,2023-04-06,2768.71,2757.64
TXN-42733,LNK-16814,05/01/2023,2023-05-03,2799.94,2757.98
TXN-77218,LNK-46371,2020-05-01,2020-05-26,2829.88,2772.14
TXN-54037,LNK-46371,2020-06-01,2020-06-10,2872.95,2849.15
TXN-21951,LNK-46371,2020-07-01,07/06/2020,2829.49,2823.69
TXN-84708,LNK-46371,2020-08-01,,2735.03,0.00
TXN-44389,LNK-46371,2020-09-01,2020-09-11,2758.58,1756.87
TXN-15139,LNK-47531,2026-06-01,,3343.31,0.00
TXN-58917,LNK-47531,07/01/2026,2026-07-13,3226.65,3172.52
TXN-62840,LNK-24647,2023-04-01,2023-04-13,1968.20,1940.24
TXN-80722,LNK-24647,2023-05-01,2023-04-30,1969.62,1959.65
TXN-48014,LNK-24647,2023-06-01,2023-05-30,1988.71,1985.29
TXN-99573,LNK-24647,2023-07-01,2023-07-11,2045.49,2016.55
TXN-55480,LNK-49353,2020-05-01,2020-05-08,2783.78,2781.36
TXN-93076,LNK-49353,2020-06-01,2020-06-02,2836.10,2835.42
TXN-86278,LNK-49353,07/01/2020,2020-08-19,2762.29,2747.01
TXN-38063,LNK-62694,2026-04-01,2026-04-10,2513.29,2494.71
TXN-43053,LNK-62694,2026-05-01,2026-07-04,2417.22,2333.14
TXN-17144,LNK-62694,2026-06-01,06/08/2026,2437.00,2401.54
TXN-23006,LNK-90192,2023-04-01,2023-04-11,2355.97,2326.81
TXN-16161,LNK-90192,2023-05-01,2023-05-09,2366.32,"$2,327.62"
TXN-70528,LNK-90192,2023-06-01,2023-08-09,2244.11,2207.45
TXN-57654,LNK-52543,2019-12-01,2019-12-04,970.57,970.06
TXN-32884,LNK-52543,2020-01-01,2020-01-08,972.81,956.17
TXN-81932,LNK-40857,2019-10-01,2019-11-02,597.39,571.87
TXN-69348,LNK-40857,2019-11-01,2019-11-11,624.31,620.35
TXN-89740,LNK-34352,2024-03-01,2024-04-24,1309.38,1305.89
TXN-90897,LNK-34352,2024-04-01,2024-06-01,1319.32,1260.85
TXN-72107,LNK-34352,2024-05-01,07/04/2024,1278.16,1244.63
TXN-31573,LNK-7582,2020-10-01,2020-11-09,684.17,286.74
TXN-28244,LNK-7582,2020-11-01,2020-11-03,704.58,702.00
TXN-54522,LNK-7582,2020-12-01,2020-12-11,675.00,671.89
TXN-71944,LNK-7582,2021-01-01,2021-01-11,697.97,692.18
TXN-96312,LNK-7582,2021-02-01,2021-01-29,678.92,676.80
TXN-52058,LNK-96782,2021-11-01,2021-11-04,2894.26,2873.01
TXN-16201,LNK-96782,2021-12-01,,3026.86,0.00
TXN-26876,LNK-96782,2022-01-01,2021-12-30,2981.96,2925.56
TXN-32898,LNK-96782,2022-02-01,2022-01-29,3008.91,2999.37
TXN-54082,LNK-96782,2022-03-01,2022-02-27,2908.68,2883.51
TXN-90871,LNK-56392,2019-05-01,2019-05-08,3520.59,2240.68
TXN-42570,LNK-56392,2019-06-01,2019-06-13,3541.79,3507.20
TXN-25420,LNK-56392,2019-07-01,2019-07-07,3420.19,1651.07
TXN-96781,LNK-82609,2023-09-01,2023-09-07,2744.55,2743.24
TXN-30513,LNK-82609,2023-10-01,2023-10-26,2737.47,925.52
TXN-34202,LNK-82609,2023-11-01,2023-11-09,2653.99,2649.87
TXN-72247,LNK-82609,2023-12-01,2023-12-05,2753.28,2726.31
TXN-71634,LNK-82609,2023-12-01,2023-12-05,2753.28,2726.31
TXN-32117,LNK-82609,2024-01-01,2023-12-31,2616.55,2580.82
TXN-58866,LNK-82609,2024-02-01,,2657.41,0.00
TXN-45268,LNK-58850,2026-03-01,2026-03-19,1588.40,1537.54
TXN-47413,LNK-58850,2026-04-01,,1564.40,0.00
TXN-98794,LNK-58850,2026-05-01,2026-04-30,1568.74,1559.22
TXN-84724,LNK-4248,2021-03-01,2021-03-06,1690.79,1683.70
TXN-57936,LNK-4248,2021-04-01,2021-04-02,1640.32,1640.24
TXN-24010,LNK-4248,2021-04-01,2021-04-02,1640.32,1640.24
TXN-51267,LNK-4248,2021-05-01,2021-04-29,1691.61,1668.34
TXN-91945,LNK-4248,2021-06-01,2021-06-06,1618.17,1590.78
TXN-11557,LNK-4248,2021-07-01,2021-07-02,1688.96,434.53
TXN-90111,LNK-4248,2021-07-01,2021-07-02,1688.96,434.53
TXN-42410,LNK-4248,2021-08-01,2021-08-01,1674.04,1672.51
TXN-99253,LNK-52712,04/01/2022,2022-04-12,1862.08,1851.93
TXN-11751,LNK-52712,05/01/2022,2022-04-29,1896.12,1867.85
TXN-69366,LNK-61637,2021-06-01,2021-06-04,904.84,903.50
TXN-85572,LNK-61637,2021-07-01,2021-07-16,$905.97,877.48
TXN-51575,LNK-61637,2021-08-01,2021-08-09,951.24,941.72
TXN-81547,LNK-91476,11/01/2024,,541.37,$0.00
TXN-27368,LNK-91476,2024-12-01,,554.56,0.00
TXN-53291,LNK-2607,2022-07-01,,3885.74,0.00
TXN-42946,LNK-2607,2022-08-01,2022-08-01,3770.94,3722.85
TXN-66091,LNK-49843,2023-04-01,05/07/2023,684.88,423.03
TXN-71527,LNK-49843,2023-05-01,2023-05-12,690.39,684.59
TXN-67712,LNK-49843,2023-06-01,07/22/2023,693.59,662.58
TXN-29465,LNK-49843,2023-07-01,2023-08-01,680.92,221.13
TXN-41158,LNK-20442,2021-09-01,2021-09-01,2128.46,2108.10
TXN-91098,LNK-20442,2021-10-01,2021-10-03,2091.87,2066.26
TXN-59173,LNK-20442,2021-11-01,2021-11-10,2182.67,"$2,145.24"
TXN-67898,LNK-20442,2021-12-01,2021-12-01,2108.79,2090.88
TXN-97420,LNK-20442,2022-01-01,,2138.26,0.00
TXN-73562,LNK-99655,2025-12-01,2025-12-05,2550.01,2506.76
TXN-78178,LNK-99655,2026-01-01,2025-12-29,2498.32,"$2,465.09"
TXN-35069,LNK-99655,2026-02-01,2026-03-12,2492.18,2397.03
TXN-83863,LNK-73616,2026-06-01,2026-05-29,1862.76,1825.87
TXN-11433,LNK-73616,2026-07-01,NULL,1940.26,0.00
TXN-68170,LNK-75140,2025-02-01,2025-02-07,1555.58,1041.54
TXN-79967,LNK-75140,2025-02-01,2025-02-07,1555.58,1041.54
TXN-51856,LNK-75140,2025-03-01,2025-04-04,1567.67,1512.58
TXN-20550,LNK-75140,2025-04-01,,1559.58,0.00
TXN-63361,LNK-82205,2020-03-01,2020-03-10,7701.65, 7653.03 
TXN-36419,LNK-82205,2020-04-01,2020-04-07,7336.65,7221.94
TXN-81234,LNK-82205,2020-05-01,2020-06-26,7354.97,7331.77
TXN-10586,LNK-82205,2020-06-01,2020-07-04,7599.71,"$4,948.15"
TXN-62515,LNK-82205,2020-07-01,2020-08-05,7634.51,7542.26
TXN-65864,LNK-21932,2022-01-01,2022-01-10,2693.66,2677.04
TXN-33726,LNK-21932,2022-02-01,2022-02-08,2668.53,2662.21
TXN-62997,LNK-21932,2022-03-01,2022-03-01,2615.74,2604.47
TXN-73285,LNK-21932,2022-04-01,2022-06-06,2646.67,2542.83
TXN-91463,LNK-21932,2022-05-01,2022-05-04,2769.05,2733.39
TXN-49181,LNK-21932,2022-06-01,2022-06-08,2631.96,2614.16
TXN-11706,LNK-53757,08/01/2019,2019-07-31,8278.85,8213.69
TXN-89807,LNK-53757,2019-09-01,,8334.65,0.00
TXN-85805,LNK-53757,2019-10-01,2019-10-12,8449.43,8411.22
TXN-15040,LNK-53757,2019-11-01,2019-11-09,8694.48,8599.16
TXN-70160,LNK-42436,2019-02-01,2019-02-08,4470.43,4463.30
TXN-37344,LNK-42436,2019-03-01,2019-03-16,4472.50,4432.14
TXN-71177,LNK-42436,04/01/2019,,4449.11,0.00
TXN-27855,LNK-42436,2019-05-01,2019-05-10,4543.50,4534.21
TXN-32259,LNK-42436,2019-06-01,2019-06-01,4324.90,4308.93
TXN-90907,LNK-27794,2025-09-01,2025-09-03,988.43,975.67
TXN-24596,LNK-27794,2025-10-01,2025-10-10,1008.93,$991.13
TXN-75474,LNK-27794,2025-11-01,2026-01-15,1028.66,1017.62
TXN-61140,LNK-27794,2025-12-01,,990.36,0.00
TXN-45942,LNK-27794,2026-01-01,2025-12-30,992.23,989.47
TXN-79836,LNK-89117,2024-06-01,2024-06-13,1421.82,366.06
TXN-11968,LNK-89117,2024-07-01,2024-07-13,1402.47,1377.04
TXN-38508,LNK-89117,2024-08-01,2024-08-12,1426.66,1425.60
TXN-62424,LNK-89117,2024-09-01,2024-09-22,1350.38,1296.75
TXN-19033,LNK-89117,2024-10-01,,1354.57,0.00
TXN-47448,LNK-89117,2024-11-01,2025-01-13,1394.09,1392.98
TXN-93154,LNK-84810,2020-05-01,2020-05-11,2783.62,2773.54
TXN-97534,LNK-84810,2020-06-01,,2938.40,0.00
TXN-56640,LNK-84810,2020-07-01,2020-07-13,2771.97,2750.87
TXN-49807,LNK-84810,2020-08-01,2020-09-22,2865.96,2761.77
TXN-42877,LNK-84810,2020-09-01,2020-08-30,2923.59,2888.17
TXN-13326,LNK-61562,2026-06-01,,2829.95,0.00
TXN-98975,LNK-61562,2026-07-01,2026-07-06,2806.52,2760.51
TXN-33895,LNK-59292,2020-09-01,2020-09-01,1193.96,1179.07
TXN-88000,LNK-59292,2020-10-01,2020-10-10,1191.98,1174.25
TXN-20464,LNK-59292,2020-11-01,2020-12-10,1201.62,1151.40
TXN-90143,LNK-59292,2020-12-01,12/05/2020,1147.80,1124.99
TXN-57456,LNK-35283,2026-05-01,2026-05-26,2549.68,2532.71
TXN-60112,LNK-35283,2026-06-01,2026-06-28,2454.13,2369.78
TXN-53630,LNK-35283,2026-07-01,2026-07-05,2578.52,2530.39
TXN-12533,LNK-75364,2021-06-01,2021-06-11,3295.56,3262.31
TXN-97201,LNK-75364,2021-07-01,,3285.63,0.00
TXN-52584,LNK-75364,2021-08-01,2021-08-02,3231.25,3173.89
TXN-78496,LNK-75364,2021-09-01,2021-08-30,3296.14,3255.41
TXN-46801,LNK-49689,2022-03-01,2022-03-07,2170.94,2133.01
TXN-83453,LNK-49689,2022-04-01,04/28/2022,2189.02,2096.10
TXN-49420,LNK-49689,2022-05-01,2022-05-29,2090.97,2055.68
TXN-19298,LNK-84746,2024-07-01,2024-07-22,1818.91,736.19
TXN-93781,LNK-84746,2024-08-01,2024-08-02,1840.34,1822.19
TXN-45558,LNK-48619,2026-01-01,2026-01-02,620.94, 609.95 
TXN-84793,LNK-48619,02/01/2026,2026-01-29,607.58,606.37
TXN-33540,LNK-48619,2026-03-01,2026-04-28,598.39,576.87
TXN-26617,LNK-48619,04/01/2026,2026-04-26,600.82,152.38
TXN-80483,LNK-48619,2026-05-01,2026-05-05,600.46,600.28
TXN-39349,LNK-48619,2026-06-01,2026-06-01,601.83,595.23
TXN-52993,LNK-16655,2021-01-01,2021-01-08,2214.61,2206.97
TXN-62631,LNK-16655,2021-02-01,2021-02-04,"$2,300.27",2267.13
TXN-14449,LNK-16655,2021-03-01,2021-04-25,2302.36,2276.48
TXN-27532,LNK-68952,2022-08-01,2022-07-30,3307.29,"$3,255.36"
TXN-27672,LNK-68952,2022-09-01,2022-09-10,3271.60,3251.12
TXN-87774,LNK-68952,2022-10-01,2022-12-01,3233.42,3174.23
TXN-40684,LNK-68952,2022-11-01,2022-11-13,3201.73,3158.18
TXN-56728,LNK-68952,2022-12-01,2022-12-29,3259.56,1441.47
TXN-18393,LNK-8861,2024-11-01,2024-11-02,1206.16,1187.61
TXN-20748,LNK-8861,2024-12-01,2024-12-18,1260.13,463.31
TXN-96923,LNK-82490,2021-08-01,2021-08-07,5958.51,5859.85
TXN-73911,LNK-82490,2021-09-01,2021-09-23,5760.17,1672.78
TXN-49329,LNK-26430,2021-07-01,2021-07-01,2140.77,2110.40
TXN-76985,LNK-26430,2021-08-01,2021-08-23,2175.15,2136.42
TXN-93196,LNK-26430,2021-09-01,2021-09-06,2075.10,2039.71
TXN-63232,LNK-50236,2023-11-01,,1150.66,0.00
TXN-34822,LNK-50236,2023-12-01,2023-12-05,1133.75,1128.45
TXN-64463,LNK-50236,2024-01-01,2024-02-11, 1150.21 ,1100.90
TXN-91480,LNK-50236,2024-02-01,2024-02-13,1112.84,1093.76
TXN-41805,LNK-50236,03/01/2024,2024-03-16,1133.84,1097.29
TXN-80821,LNK-74249,2025-12-01,2025-12-19,3315.66,1923.02
TXN-16053,LNK-74249,2026-01-01,2026-01-06,3237.68,3192.98
TXN-55890,LNK-74249,2026-02-01,2026-02-12,3314.52,3266.93
TXN-80632,LNK-74249,2026-03-01,,3314.50,0.00
TXN-43185,LNK-93908,2023-10-01,2023-10-31,1864.28,1187.82
TXN-61336,LNK-93908,2023-11-01,2023-11-02,1933.12,1912.58
TXN-14360,LNK-93908,2023-12-01,2024-02-07,1916.47,1914.86
TXN-72203,LNK-44404,2023-08-01,2023-08-09,624.25,612.87
TXN-10782,LNK-44404,2023-09-01,2023-09-11,633.01,622.50
TXN-96653,LNK-56448,2023-10-01,2023-10-03,2363.17,2358.30
TXN-44453,LNK-56448,2023-11-01,2023-11-08,2437.40,2431.60
TXN-39997,LNK-56448,2023-12-01,2023-12-02,2447.41,2425.86
TXN-54208,LNK-56448,2024-01-01,2024-01-07,2370.62,2347.20
TXN-97892,LNK-50441,2020-06-01,2020-06-11,934.77,931.03
TXN-23750,LNK-50441,2020-07-01,2020-07-07,937.37,927.91
TXN-73823,LNK-50441,2020-08-01,08/09/2020,931.65,288.85
TXN-59097,LNK-50441,2020-09-01,2020-09-03,901.90,892.05
TXN-89460,LNK-50441,2020-10-01,2020-09-28,923.06,910.03
TXN-35095,LNK-50441,2020-11-01,2020-11-03,917.45,902.21
TXN-20536,LNK-43714,2025-02-01,2025-03-17,6382.06,4366.12
TXN-67348,LNK-43714,2025-03-01,,6618.72,0.00
TXN-31037,LNK-43714,2025-04-01,2025-04-02,6703.51,6584.95
TXN-65324,LNK-43714,2025-05-01,2025-06-10,"$6,659.48",3913.53
TXN-18576,LNK-43714,2025-06-01,2025-05-30,6550.74,6465.80
TXN-14373,LNK-10359,2020-09-01,2020-09-06,3107.12,"$1,775.16"
TXN-98256,LNK-10359,2020-10-01,2020-09-29,3172.91,3134.40
TXN-44440,LNK-52116,2019-03-01,,"$2,441.91",0.00
TXN-52808,LNK-52116,2019-04-01,2019-03-30,2459.52,"$2,441.04"
TXN-62041,LNK-52116,2019-05-01,2019-05-05,2526.44,2488.01
TXN-36343,LNK-52116,2019-06-01,2019-06-01,2528.71,2517.44
TXN-94542,LNK-52116,2019-07-01,2019-07-04,2503.84,2487.04
TXN-20014,LNK-52116,2019-08-01,2019-08-05,2534.71,2517.87
TXN-42892,LNK-99007,2025-07-01,2025-07-06,2357.02,2342.46
TXN-68570,LNK-99007,2025-08-01,2025-08-25,2347.74,1715.21
TXN-99413,LNK-99007,2025-09-01,2025-08-31,2361.03,2345.81
TXN-87550,LNK-99007,2025-10-01,2025-10-01,2341.55,2318.17
TXN-62044,LNK-99007,2025-11-01,2025-11-03,2261.25,2250.75
TXN-23629,LNK-99007,2025-12-01,,2333.77,0.00
TXN-33533,LNK-98609,2024-07-01,2024-07-20,3673.67,3602.71
TXN-65290,LNK-98609,2024-08-01,2024-08-10,3801.71,3728.12
TXN-54006,LNK-98609,2024-09-01,2024-09-13,3799.83,3747.60
TXN-16572,LNK-98609,2024-10-01,2024-11-01,3728.24,2120.00
TXN-79149,LNK-37512,2020-10-01,2020-10-11,1005.49,996.41
TXN-80179,LNK-37512,2020-11-01,2020-10-30,968.02,963.78
TXN-89781,LNK-37512,2020-12-01,2021-01-10,954.08,329.17
TXN-89352,LNK-37512,2021-01-01,2021-01-12,997.19,990.65
TXN-73745,LNK-99717,2020-12-01,2020-11-30,5729.90,5643.95
TXN-57207,LNK-99717,2021-01-01,2021-01-13,5480.24,"$5,376.67"
TXN-53910,LNK-99717,2021-02-01,2021-02-25,5526.57,2421.75
TXN-76274,LNK-99717,2021-03-01,NULL,5548.19,0.00
TXN-51946,LNK-99717,2021-04-01,2021-05-23,5504.15,5455.14
TXN-35495,LNK-43823,2019-04-01,2019-04-02,3542.38,3499.26
TXN-71963,LNK-43823,2019-05-01,2019-05-05,3557.09,3537.99
TXN-87390,LNK-43823,2019-06-01,2019-06-09,3705.96,3686.51
TXN-88784,LNK-43823,2019-07-01,2019-08-25,3676.95,3614.72
TXN-97380,LNK-43823,2019-08-01,2019-08-05,3575.03,3505.51
TXN-72504,LNK-43823,09/01/2019,2019-09-05,3528.39,3515.68
TXN-80631,LNK-69327,2025-11-01,2025-11-06,3737.36,3664.44
TXN-77040,LNK-69327,2025-12-01,2025-12-17,3659.98,997.36
TXN-20658,LNK-69327,2026-01-01,2026-01-28,3699.97,1861.28
TXN-65817,LNK-69327,2026-02-01,03/13/2026,3773.12,1354.13
TXN-64952,LNK-69327,2026-03-01,2026-02-26,3613.36,3542.77
TXN-77497,LNK-4804,2026-02-01,2026-02-13,3132.01,3077.48
TXN-93223,LNK-4804,2026-03-01,2026-03-01,3090.82,3048.85
TXN-15655,LNK-4804,2026-04-01,2026-04-04,3100.96,3064.25
TXN-91774,LNK-4804,2026-05-01,,3094.96,0.00
TXN-63039,LNK-4804,2026-06-01,2026-06-12,3073.36,3020.58
TXN-53257,LNK-4804,2026-07-01,,3143.63,0.00
TXN-20230,LNK-79370,2022-02-01,2022-02-02,2031.92,2031.41
TXN-23747,LNK-79370,2022-03-01,2022-03-10,2017.07,1998.61
TXN-85283,LNK-79370,2022-04-01,2022-06-07,1995.96,1902.14
TXN-81982,LNK-79370,2022-05-01,2022-05-07,2037.01,2019.56
TXN-76502,LNK-79370,2022-06-01,2022-07-11,2054.39,570.67
TXN-82572,LNK-90381,2021-01-01,2021-01-03,7856.34,7759.71
TXN-68377,LNK-90381,2021-02-01,,7608.90,0.00
TXN-47464,LNK-7629,2022-07-01,2022-08-26,2536.82,2458.33
TXN-94401,LNK-7629,2022-08-01,2022-08-11,2540.46,2508.34
TXN-49681,LNK-7629,2022-09-01,2022-09-03,2655.18,2648.16
TXN-72229,LNK-7629,2022-10-01,2022-10-13,2529.16,2479.84
TXN-35446,LNK-7629,2022-11-01,2022-11-13, 2547.67 ,1078.47
TXN-33683,LNK-7629,2022-12-01,2022-12-13,2559.51,2528.22
TXN-20944,LNK-83213,2024-11-01,2024-12-17,2834.51,2748.53
TXN-72221,LNK-83213,2024-12-01,2024-12-11,2833.86,2818.37
TXN-93944,LNK-83213,2025-01-01,2025-01-09,2862.87,2816.33
TXN-69321,LNK-83213,2025-02-01,2025-02-10,2832.30,2815.23
TXN-76697,LNK-83213,2025-03-01,2025-03-12,2774.60,"$2,745.06"
TXN-52328,LNK-80593,2025-08-01,2025-08-11,1237.10,1234.00
TXN-48453,LNK-80593,2025-09-01,2025-09-07,1257.98,1256.30
TXN-51687,LNK-96829,2021-04-01,2021-03-29,1564.26,1563.99
TXN-70473,LNK-96829,2021-05-01,2021-05-06,1561.20,1559.93
TXN-47378,LNK-71617,2024-12-01,2024-12-17,7243.75,3625.50
TXN-72522,LNK-71617,2025-01-01,2025-01-12,6944.63,6828.78
TXN-99355,LNK-71617,2025-02-01,2025-02-03,7063.91,6986.93
TXN-70574,LNK-86215,2024-08-01,2024-09-25,2085.31,2038.27
TXN-13060,LNK-86215,2024-09-01,,2067.83,0.00
TXN-62012,LNK-81658,2023-08-01,2023-07-29,476.73,472.09
TXN-15198,LNK-81658,2023-09-01,2023-10-04,485.91,352.80
TXN-78277,LNK-18172,2025-07-01,2025-07-12,963.85,962.47
TXN-93587,LNK-18172,2025-08-01,2025-08-02,1009.45,1009.26
TXN-54809,LNK-18172,2025-09-01,2025-10-26,992.08,978.51
TXN-54471,LNK-18172,2025-10-01,2025-11-13,1003.61,961.00
TXN-82366,LNK-18172,2025-11-01,,1019.38,0.00
TXN-76521,LNK-18172,2025-12-01,2025-12-01,1021.05,1007.89
TXN-97797,LNK-27144,2024-12-01,2024-12-03,2575.16,2549.71
TXN-35010,LNK-27144,2025-01-01,2025-01-17,2560.62,2455.57
TXN-50902,LNK-18961,2026-06-01,2026-06-02,1668.94,641.74
TXN-80817,LNK-18961,2026-07-01,2026-07-09,1598.55,1568.60
TXN-58922,LNK-92917,2023-09-01,,1259.67,0.00
TXN-64288,LNK-92917,2023-10-01,10/12/2023,1257.76,1249.68
TXN-47169,LNK-92917,2023-11-01,2023-11-12,1274.21,1256.92
TXN-40361,LNK-94718,2021-03-01,2021-02-28,863.55,859.34
TXN-31840,LNK-94718,2021-04-01,2021-04-11,836.07,826.65
TXN-71132,LNK-94718,2021-05-01,2021-05-01,870.74,865.79
TXN-57863,LNK-94718,2021-06-01,06/13/2021,843.38,828.17
TXN-50393,LNK-94718,2021-07-01,2021-07-18,847.63,809.80
TXN-20787,LNK-94718,2021-08-01,2021-08-07,886.03,868.83
TXN-19297,LNK-14425,2019-12-01,2019-12-11,2597.83,2589.51
TXN-52172,LNK-14425,2020-01-01,2020-01-30,2575.28,694.29
TXN-65808,LNK-14425,2020-02-01,2020-02-11,2616.42,2609.91
TXN-57694,LNK-90687,2024-02-01,2024-02-11,5507.64,5461.93
TXN-29704,LNK-90687,2024-03-01,2024-03-04,5495.55, 1679.51 
TXN-71968,LNK-90687,2024-04-01,2024-03-30,5523.45,5480.52
TXN-37684,LNK-90687,2024-04-01,2024-03-30,5523.45,5480.52
TXN-69499,LNK-90687,2024-05-01,07/11/2024,5443.63,"$5,366.51"
TXN-16719,LNK-90687,2024-06-01,2024-06-05,5518.59,5460.08
TXN-21068,LNK-16866,2024-09-01,09/11/2024,686.97,680.79
TXN-94205,LNK-16866,2024-10-01,,672.41,0.00
TXN-55125,LNK-16866,2024-11-01,2024-11-02,658.70,652.91
TXN-60176,LNK-16866,2024-12-01,2024-12-12,687.66,$682.39
TXN-31214,LNK-12253,2019-02-01,2019-04-15,2028.61,1949.35
TXN-61084,LNK-12253,2019-03-01,2019-02-26,1989.95,1988.22
