financial_id,loan_id,origination_salary,current_salary,origination_credit_score,current_credit_score
FIN-74763,LNK-7734,16947.61,17842.85,661,657
FIN-3083,LNK-34092,12538.26,16946.77,690,708
FIN-76320,LNK-63616,3102.22,1944.03,656,487
FIN-5972,LNK-15953,18292.86,20734.71,799,790
FIN-93166,LNK-9564,15735.21,14973.34,735.0,743
FIN-84382,LNK-53521,4225.79,4483.51,662,702
FIN-8287,LNK-65454,12930.26,12234.75,654,655
FIN-57665,LNK-10710,11374.35,11368.11,644,646
FIN-40402,LNK-76631,12249.04,15601.03,765,769
FIN-60412,LNK-83502,15287.90,15678.98,792,769
FIN-54291,LNK-90974,12590.79,13029.73,581,561
FIN-9854,LNK-8026,5937.68,3791.56,693,565
FIN-85531,LNK-20887,"$5,440.87",5028.06,796,806
FIN-41863,LNK-20555,5304.37,4956.40,620,599
FIN-40466,LNK-74772,7707.88,,678,
FIN-20090,LNK-40824,19807.26,,625,
FIN-60193,LNK-12164,8844.12,4962.25,762,641
FIN-66960,LNK-33530,11912.68,4645.02,592,502
FIN-65079,LNK-16525,9551.56,11709.96,691,713
FIN-33691,LNK-74147,21080.87,19696.50,808,799
FIN-97671,LNK-55548,136780.32,12083.36,742,751
FIN-93492,LNK-80471,4340.80,4676.02,713,695
FIN-43583,LNK-79135,244165.80,14016.72,796,676
FIN-42693,LNK-82057,9237.15,9674.22,682,686
FIN-35053,LNK-30581,20120.69,19600.22,648,659
FIN-87331,LNK-69494,3356.56,3393.21,782,763
FIN-7880,LNK-50856,8683.33,6553.95,802,731
FIN-94637,LNK-60049,3570.34,4699.25,722,712
FIN-38242,LNK-59028,21715.38,25453.32,709,754
FIN-24073,LNK-39974,11640.62,8589.81,766,614
FIN-85056,LNK-78139,20414.20,20885.63,626,635
FIN-33582,LNK-57207,13629.35,13053.04,761,768
FIN-17376,LNK-41026,21586.63,28014.26,804,806
FIN-53501,LNK-75531,16715.27,23513.36,740.0,731
FIN-82165,LNK-82399,20101.92,14413.27,642,599
FIN-65580,LNK-8894,15586.78,15852.20,715,709
FIN-79471,LNK-80905,8294.69,7810.70,696,686
FIN-19823,LNK-98004,7264.36,105230.88,753,765
FIN-95911,LNK-14006,7403.13,5033.16,686,612
FIN-93448,LNK-28235,17949.45,8292.96,801,668
FIN-99294,LNK-82987,19252.24,27446.58,741,741
FIN-9017,LNK-28659,4803.72,55300.56,779,757
FIN-97299,LNK-35687,16070.21,8332.08,756,616
FIN-57736,LNK-87563,16029.48,17240.78,686,674
FIN-59048,LNK-11641,18154.45,17920.88,807,795.0
FIN-48668,LNK-21585,11619.91,11185.50,672,654
FIN-36080,LNK-32439,19773.35,22370.66,803,811
FIN-75829,LNK-23782,4413.81,2219.22,870,764
FIN-30443,LNK-73350,21839.23,22333.83,622.0,602
FIN-82523,LNK-10838,13004.39,13745.73,776,770
FIN-26749,LNK-21517,12508.81,13507.49,739,736
FIN-41078,LNK-1350,20269.12,20240.32,736,722
FIN-31303,LNK-54545,15484.05,15698.69,804,811
FIN-90641,LNK-60048,6131.77,5841.66,634,648
FIN-76309,LNK-91357,19737.33,20195.70,787,769
FIN-53460,LNK-78832,19198.09,9450.03,610,486
FIN-78002,LNK-62592,20922.30,147643.92,799,680
FIN-3519,LNK-39175,13721.65,19334.82,592,603
FIN-37330,LNK-5278,18405.13,17698.60,769,756
FIN-42872,LNK-31340,3293.65,3104.10,683,677
FIN-28788,LNK-38762,7381.35,7546.64,791,790
FIN-97906,LNK-93662,8723.94,12607.09,742,736
FIN-89063,LNK-38056,14932.56,8053.48,770,731
FIN-78327,LNK-93141,16727.56,17704.23,740,741
FIN-25015,LNK-60510,11360.78,10638.13,787,771
FIN-91294,LNK-10329,18079.38,,824,
FIN-46450,LNK-91096,9292.78,"$9,812.44",648,651
FIN-23874,LNK-31595,"$13,961.12",10543.11,661,471
FIN-68290,LNK-35675,21826.00,8072.24,812,687
FIN-62447,LNK-82927,6395.13,7137.11,817,850
FIN-74129,LNK-78304,10779.98,15027.51,638,668
FIN-91952,LNK-87662,20569.66,10819.64,600,477.0
FIN-30154,LNK-26928,14648.31,14348.14,797,801.0
FIN-44827,LNK-56723,17446.91,18324.60,772,775
FIN-60857,LNK-16043,7816.36,2952.59,597,480
FIN-26969,LNK-72376,18892.43,9947.16,744,675
FIN-33521,LNK-30466,12176.08,12846.14,814,816
FIN-67970,LNK-85886,21611.31,20469.05,760,755
FIN-13924,LNK-20528,16406.80,16293.81,662,667
FIN-30008,LNK-35816,6896.13,103103.52,775,803
FIN-33279,LNK-19643,"$14,186.24",6972.20,702,659
FIN-3581,LNK-10359,18559.26,19594.47,633,632
FIN-64098,LNK-8816,3104.69,3167.15,590,588
FIN-31466,LNK-22747,14420.69,18230.55,661,651
FIN-37337,LNK-41319,18492.31,17177.65,640,636
FIN-45615,LNK-78993,11126.09,4561.87,671,622.0
FIN-33578,LNK-99167,14684.27,17917.95,583,627
FIN-83453,LNK-75607,6860.40,,814,
FIN-90025,LNK-38828,12134.46,16610.61,602,595
FIN-28288,LNK-58560,100638.00,8605.60,677,671
FIN-7615,LNK-17299,8285.68,2987.01,780,623
FIN-24696,LNK-62433,9428.46,9431.04,781,794
FIN-31146,LNK-91266,8975.69,8740.69,785,777
FIN-56456,LNK-40857,11836.09,,731,
FIN-41661,LNK-92715,11387.44,16152.62,871,830
FIN-14299,LNK-53757,8996.68,11194.90,800,806
FIN-24424,LNK-36683,17190.10,23051.38,771,770
FIN-20992,LNK-66597,6072.90,8655.61,770,795
FIN-39419,LNK-71776,10850.73,15063.86,593,588
FIN-63344,LNK-65722,18264.35,25402.79,798,818
FIN-34226,LNK-58377,14983.09,7089.82,755,674
FIN-3836,LNK-11543,5912.48,7147.97,645,678
FIN-84039,LNK-79385,21044.01,19538.05,595,584
FIN-75718,LNK-6224,9316.85,39177.12,723,600
FIN-71612,LNK-57626,9375.78,13374.91,652,651
FIN-50061,LNK-97276,17004.08,16514.81,749,803
FIN-26018,LNK-43247,16377.59,17534.73,802,807
FIN-94661,LNK-80129,7555.03,3610.88,598,487
FIN-61114,LNK-33816,133682.52,5258.22,710,610
FIN-21615,LNK-4390,10439.15,10044.07,684,663
FIN-8204,LNK-12970,14297.31,13585.55,616,624
FIN-31166,LNK-31005,10142.03,10309.55,792,779
FIN-46461,LNK-89381,16077.64,6368.10,824,790
FIN-6874,LNK-76392,4432.55,5336.07,642,644
FIN-43493,LNK-77955,16969.31,18232.88,788,801
FIN-10518,LNK-3719,4467.27,5137.00,747,788
FIN-53397,LNK-89117,3841.05,3543.53,734,721
FIN-7317,LNK-36325,11847.54,,620,
FIN-17451,LNK-76529,7413.67,7680.40,765,766
FIN-33576,LNK-6273,11587.56,11105.83,686,682
FIN-18310,LNK-23962,11557.89,11277.90,664,678
FIN-43815,LNK-62669,6794.12,8504.24,737,748
FIN-13561,LNK-69021,16159.55,16861.57,764,746
FIN-4714,LNK-86394,3770.02,3591.66,660,658
FIN-64894,LNK-58963,223123.68,19282.60,614,601
FIN-93890,LNK-37458,6420.97,6953.26,673,706
FIN-12766,LNK-24788,4140.79,5209.15,666,703
FIN-48924,LNK-77720,11718.59,5421.95,690,535
FIN-47726,LNK-58132,10913.65,10532.01,607,602
FIN-43502,LNK-84202,5167.28,6057.52,709,729
FIN-71034,LNK-65451,4861.36,7007.32,825,833
FIN-66359,LNK-12959,7497.92,9854.97,696,730
FIN-8096,LNK-62605,19916.37,18496.83,729,722
FIN-78038,LNK-46607,13682.28,19391.77,668,668
FIN-35966,LNK-54523,5827.52,7925.39,672.0,694
FIN-84106,LNK-44687,11515.85,12832.38,719,720
FIN-92522,LNK-43081,12989.86,16770.36,601,628
FIN-7858,LNK-88835,18683.18,20060.84,792,805
FIN-36832,LNK-14710,4384.96,5189.71,729,723
FIN-20907,LNK-22079,16247.51,17121.52,680,673
FIN-20963,LNK-44228,11105.13,,791,
FIN-85886,LNK-54955,7750.29,8664.44,803,802
FIN-91056,LNK-91921,19674.06,283370.76,717,730
FIN-89487,LNK-65942,12279.24,4679.70,730,660
FIN-40210,LNK-38777,14303.03,13261.89,808,802
FIN-45680,LNK-87846,20826.61,27000.16,772,776
FIN-52546,LNK-53488,5550.45,5411.66,591,574
FIN-41048,LNK-73102,16195.43,10705.77,750,579
FIN-10333,LNK-5809,20085.93,12771.85,641,520
FIN-11314,LNK-60614,10928.47,11937.59,605,609
FIN-78821,LNK-12542,3041.48,3098.94,785,765
FIN-82349,LNK-42224,7949.34,8385.64,704,701
FIN-21482,LNK-34082,74883.60,6661.24,803,790
FIN-49671,LNK-43372,17397.39,21676.35,810,832
FIN-49793,LNK-16194,4533.95,4209.12,812,812
FIN-12482,LNK-53976,12555.33,13042.91,608,603
FIN-18248,LNK-68449,10784.89,11405.42,686,696
FIN-43040,LNK-1150,19916.54,25418.87,687,724
FIN-31483,LNK-87200,7616.98,7423.98,805,803
FIN-67937,LNK-72118,16155.57,12244.80,636,499
FIN-5665,LNK-61552,10774.26,10139.35,812,810
FIN-64742,LNK-55165,12606.59,12822.40,597,609
FIN-68747,LNK-8104,21016.87,20780.33,725,728
FIN-10878,LNK-25586,19926.04,20754.36,804,803
FIN-77858,LNK-68952,13426.16,13578.83,791,798
FIN-12944,LNK-48419,21815.72,23650.64,688,692
FIN-33698,LNK-82609,5911.10,5683.99,632,631
FIN-97044,LNK-66338,18750.94,19536.73,788,799
FIN-46253,LNK-82973,10901.56,3836.76,610,454
FIN-3794,LNK-58939,10583.04,14355.47,608,629
FIN-46782,LNK-7764,21482.11,23333.67,791,813.0
FIN-94781,LNK-27680,7479.37,9802.72,794,817
FIN-98376,LNK-36003,9441.25,9930.05,781,780
FIN-30257,LNK-72987,3031.76,35898.96,632,629
FIN-96581,LNK-18172,9975.30,9639.06,776,789
FIN-91254,LNK-38752,18167.44,8794.60,582,401
FIN-41640,LNK-58424,17094.26,15777.23,772,755
FIN-81116,LNK-92521,12856.21,15065.45,757,771
FIN-34282,LNK-64532,18041.02,12197.22,781.0,678
FIN-9962,LNK-16915,4352.58,4485.25,618,593
FIN-81802,LNK-4783,18828.25,19390.78,689,701
FIN-94447,LNK-83578,15590.97,176277.48,597,607
FIN-62662,LNK-80806,20434.79,28605.61,761,757
FIN-15427,LNK-32365,20658.26,,704,
FIN-44670,LNK-94032,20833.73,20580.05,680.0,669
FIN-91702,LNK-21758,16624.81,16572.04,709,688
FIN-66170,LNK-41730,5840.62,82741.56,711,718
FIN-42164,LNK-73199,6495.90,8097.36,592,627
FIN-47916,LNK-2792,15549.20,16776.15,793,782
FIN-66034,LNK-73384,6999.19,6660.92,770,751
FIN-16895,LNK-54476,5781.77,5636.49,796,799
FIN-52423,LNK-13217,9136.43,,741,
FIN-57654,LNK-15871,18279.77,21018.26,674,689
FIN-31227,LNK-61482,13464.62,12531.92,759,759
FIN-68493,LNK-16396,"$8,253.54",9630.59,718,746
FIN-83811,LNK-85896,9626.37,12415.68,709,714
FIN-86143,LNK-21181,20069.65,28353.88,598,608
FIN-18230,LNK-66323,14072.35,13877.94,727,707
FIN-37394,LNK-94926,16736.94,16340.74,685,682
FIN-54684,LNK-39254,20122.74,8255.25,822,731
FIN-33247,LNK-67698,13695.94,13189.50,817,828
FIN-3287,LNK-93459,3255.00,3588.36,658,683
FIN-57437,LNK-36838,"$13,943.70",14324.98,770,761
FIN-16771,LNK-55459,8940.93,9382.67,684,684.0
FIN-98646,LNK-64242,19723.08,24938.30,691,702
FIN-54807,LNK-62894,3115.95,4370.55,588,623
FIN-18580,LNK-32946,19135.65,24641.65,764,779
FIN-10756,LNK-60871,12698.91,5634.88,758,661
FIN-88995,LNK-73255,17330.42,20856.28,583,580
FIN-88767,LNK-19958,8267.72,4603.91,686,594
FIN-71313,LNK-51277,17680.02,21461.87,760,783
FIN-87131,LNK-25983,3598.49,,751,
FIN-48799,LNK-79561,19271.99,19684.83,634,644
FIN-94863,LNK-67616,4723.80,1677.58,813,770
FIN-57698,LNK-98818,10403.55,134400.60,693,678
FIN-32122,LNK-18892,6627.35,6410.23,644,651
FIN-42411,LNK-10150,19999.69,19945.33,697,712
FIN-18225,LNK-37208,14875.39,7921.66,799,692
FIN-2213,LNK-55387,8310.45,9370.15,684,705
FIN-1101,LNK-45548,8898.82,8828.47,733,723
FIN-61057,LNK-67550,7624.15,7734.36,770,766
FIN-58123,LNK-36018,10973.58,"$11,030.96",771,761
FIN-10588,LNK-1336,3761.50,4043.23,689,698
FIN-41981,LNK-38072,19116.83,20588.12,614,626
FIN-6444,LNK-96164,10910.50,12013.68,649,670
FIN-38901,LNK-40132,19976.05,25477.86,712,705
FIN-21164,LNK-77931,19108.79,23015.43,792,802
FIN-8174,LNK-77011,11763.44,12543.99,598,625.0
FIN-42208,LNK-87499,21350.58,"$26,267.57",712.0,734
FIN-80575,LNK-65178,7746.56,8066.68,639,654
FIN-74711,LNK-20476,12326.02,12132.52,726,715
FIN-87445,LNK-59529,15015.56,9339.26,606,469
FIN-51516,LNK-71592,12997.68,15612.62,597,620
FIN-66663,LNK-64483,4896.84,5827.54,612,644
FIN-47989,LNK-46236,7659.89,102954.24,741,735
FIN-88509,LNK-44573,21356.32,19790.81,773,770
FIN-86476,LNK-73340,19308.52,9310.82,749,706
FIN-56053,LNK-72228,18653.28,,739,
FIN-79072,LNK-50441,15918.24,17602.53,722,746
FIN-59378,LNK-60682,15844.12,19102.87,690,682
FIN-61369,LNK-43176,10235.06,6934.88,727,618
FIN-11137,LNK-25727,18880.58,,792,
FIN-41117,LNK-92422,6879.09,7400.55,720,708
FIN-25883,LNK-32300,8305.99,10889.07,585,608
FIN-90894,LNK-75946,6573.82,6774.28,725,713
FIN-29281,LNK-51196,"$19,553.87",312609.48,626,640
FIN-91797,LNK-31613,7453.23,2623.44,611,510
FIN-56372,LNK-54841,13537.42,12708.32,637,618
FIN-4142,LNK-6720,"$11,822.16",11521.63,792,795
FIN-67215,LNK-42704,11484.54,4725.52,760,713
FIN-6509,LNK-98609,5387.66,2437.65,815,664
FIN-98669,LNK-93435,21665.27,22718.47,649,626
FIN-78707,LNK-50968,14785.52,16933.72,794,784
FIN-5973,LNK-51604,3048.82,3063.39,608,621
FIN-15326,LNK-87991,6059.16,7506.45,817,818
FIN-6784,LNK-86461,9358.79,10066.85,816,831
FIN-11308,LNK-20936,18957.33,18225.62,673,654
FIN-38293,LNK-65923,8736.16,8535.44,625,622
FIN-99868,LNK-5852,8568.61,11320.58,822,850
FIN-55735,LNK-17547,5607.36,6200.61,687,718
FIN-97040,LNK-66836,14388.04,19177.51,788,811
FIN-13589,LNK-78356,57614.28,6613.99,660,697
FIN-7560,LNK-44515,19948.57,25282.39,668,662
FIN-97033,LNK-14154,11014.24,13743.33,589,620
FIN-29383,LNK-58711,15491.56,21511.09,716,706
FIN-79629,LNK-14069,13256.25,12640.14,597,609
FIN-20503,LNK-69937,11131.22,12478.00,704,714
FIN-64647,LNK-60890,11023.86,11245.40,771,768
FIN-68298,LNK-3011,16012.49,21792.52,727.0,726
FIN-69740,LNK-95692,14774.43,16331.10,776,786
FIN-66645,LNK-19894,9308.83,9875.75,666,671
FIN-74042,LNK-54736,20820.49,,717,
FIN-13866,LNK-86823,15084.86,21640.83,753,790
FIN-71509,LNK-21232,5590.60,2233.70,714,623
FIN-28148,LNK-10807,16532.93,23372.77,676,703
FIN-6015,LNK-62537,21204.80,20926.48,786,772
FIN-37837,LNK-35737,21955.01,20284.97,755,765
FIN-52214,LNK-45375,21876.67,22777.72,772,758
FIN-87041,LNK-82691,4642.87,62716.80,611,651
FIN-16018,LNK-91794,6233.98,6015.06,777,763
FIN-51577,LNK-53098,16272.60,11214.27,580,490
FIN-32860,LNK-86175,7420.54,7856.92,604,611
FIN-73726,LNK-11527,9361.14,9875.35,736,721
FIN-69551,LNK-44065,20032.79,340525.80,601,607
FIN-15926,LNK-89389,3782.39,3723.29,578,574
FIN-54429,LNK-70942,5843.46,3293.84,636,550
FIN-67618,LNK-50808,2974.17,3812.38,773,797
FIN-63014,LNK-42505,9717.56,7023.30,708,667
FIN-71209,LNK-83155,15361.49,6397.93,769,672
FIN-97188,LNK-95203,10822.26,13128.63,717,727
FIN-47178,LNK-64956,21239.98,21030.14,592,600
FIN-12612,LNK-71912,20908.59,7508.86,623,525
FIN-70132,LNK-5705,"$6,200.19",6350.05,654,654
FIN-90791,LNK-81931,19602.33,18690.70,681,668
FIN-47297,LNK-9968,19157.06,17752.86,700,685
FIN-56111,LNK-31771,21374.99,14882.75,640,503
FIN-79103,LNK-83727,10580.33,10606.68,787,780
FIN-6996,LNK-90705,15615.81,14568.27,603,605
FIN-46943,LNK-38667,7399.21,,799,
FIN-83275,LNK-30817,20901.47,16257.94,605,514
FIN-5611,LNK-98880,17557.19,18918.88,616,624
FIN-87617,LNK-12846,18872.05,18238.26,580,589
FIN-78491,LNK-57881,11511.32,16017.02,676,675
FIN-51044,LNK-13903,13838.79,10059.29,742,552
FIN-44787,LNK-84066,12919.34,6746.38,778,694
FIN-53462,LNK-93260,17003.64,19096.15,679,669
FIN-73981,LNK-14173,14149.85,14018.99,736,732
FIN-71294,LNK-59153,18722.78,19948.04,764,763
FIN-22012,LNK-22805,5374.67,5007.12,586,587
FIN-50832,LNK-91964,12238.84,11885.28,700,689
FIN-63735,LNK-40251,5632.03,2856.09,803,658
FIN-24081,LNK-4794,8057.07,10954.99,726,728.0
FIN-69682,LNK-7028,17056.69,18004.95,599,640
FIN-5492,LNK-43516,246721.08,27805.05,737,760
FIN-2576,LNK-8355,6043.47,6407.37,668,698
FIN-63805,LNK-39452,3384.28,3354.23,644,653
FIN-21458,LNK-47984,20657.76,28104.50,707,745
FIN-94655,LNK-50131,11537.57,13761.24,768,809
FIN-64999,LNK-57450,13607.81,17295.00,622,630
FIN-21524,LNK-20080,13916.60,10010.35,626,565
FIN-1232,LNK-33007,20088.96,14137.85,626,448
FIN-95896,LNK-70621,19302.90,21338.91,796,814
FIN-84665,LNK-55008,13312.83,"$9,544.05",686,651
FIN-73610,LNK-90364,9215.96,4584.24,594,526
FIN-15714,LNK-24600,21747.56,14949.84,733.0,559
FIN-89241,LNK-23280,14335.06,13754.93,756,741
FIN-88656,LNK-23946,204526.68,7887.42,681,529
FIN-39061,LNK-11350,7402.40,7947.55,655,633
FIN-59645,LNK-80887,20687.06,27341.43,639,659
FIN-21229,LNK-82226,9611.78,9741.01,648,632
FIN-83873,LNK-90539,13593.13,13646.51,628.0,617
FIN-26317,LNK-32566,12836.55,"$13,496.10",653,663
FIN-61044,LNK-66230,7519.21,4827.20,711,602
FIN-28627,LNK-77435,9187.84,6646.88,819,759
FIN-47098,LNK-19758,15487.19,14316.93,660,642
FIN-56046,LNK-31433,20297.06,19226.66,595,609
FIN-38056,LNK-61443,7660.19,7748.91,639,650
FIN-3325,LNK-84611,4177.07,,798,
FIN-62093,LNK-34289,16432.48,16505.76,807,814
FIN-68602,LNK-61236,20374.85,19819.20,818,824
FIN-30265,LNK-34466,11994.17,15467.08,683,697
FIN-96309,LNK-88404,11295.68,11075.99,594,587
FIN-95952,LNK-2231,18062.62,17045.27,722,703
FIN-94312,LNK-61981,6504.84,6203.75,743,727.0
FIN-4772,LNK-38700,19265.69,25456.76,729,759
FIN-70922,LNK-89815,8677.81,,609,
FIN-30090,LNK-72643,10401.74,12289.07,692,705
FIN-7516,LNK-21706,20426.20,19738.80,723.0,701
FIN-53473,LNK-10681,17018.85,16747.59,713,692
FIN-80122,LNK-58898,5669.82,7208.55,643,654
FIN-59123,LNK-46293,"$10,201.09",10380.33,805,812
FIN-69213,LNK-78014,14574.91,11373.43,775,676
FIN-79435,LNK-40210,9840.54,13806.17,681,673
FIN-77544,LNK-84746,13116.14,12446.36,786,796
FIN-83419,LNK-56615,19689.55,20839.66,603,583
FIN-75670,LNK-91480,18345.86,18991.07,696,692
FIN-49657,LNK-33780,12197.33,,799,
FIN-14531,LNK-60878,17408.34,18556.25,686,705
FIN-85088,LNK-40599,14380.57,15052.10,800,796
FIN-34463,LNK-27111,20959.51,20573.67,779,756
FIN-46439,LNK-51422,17647.65,17204.69,632,632
FIN-38231,LNK-64335,19099.23,20390.38,712,688.0
FIN-80634,LNK-14979,4902.50,7042.69,660,677
FIN-72909,LNK-32091,8135.94,8101.84,762.0,774
FIN-27793,LNK-50986,20038.58,20977.96,696,700
FIN-54956,LNK-75963,15806.66,16876.95,730,711
FIN-61483,LNK-48049,12520.97,12341.03,658,637
FIN-11411,LNK-76341,7862.85,115665.12,722,757
FIN-35106,LNK-39780,248573.52,8605.29,663,595
FIN-51794,LNK-92655,13344.96,10488.60,795,755
FIN-64020,LNK-39696,5991.93,6051.57,744,753
FIN-35529,LNK-3875,20306.49,12383.98,752,711
FIN-74963,LNK-87275,19680.37,11580.38,605,504
FIN-5629,LNK-52879,13556.98,13270.46,699,688
FIN-57987,LNK-36976,18060.18,"$19,213.72",632,614
FIN-50665,LNK-2061,9873.47,9864.02,706,688
FIN-70055,LNK-90889,14747.27,14859.20,816,797
FIN-68515,LNK-98605,8664.17,5942.37,649,468
FIN-95793,LNK-7428,"$9,896.16",4525.50,800,641
FIN-55769,LNK-80482,10917.93,11640.04,776,804
FIN-59909,LNK-98671,14018.80,13259.16,767,777
FIN-49834,LNK-66107,20048.81,23501.25,696,699
FIN-74555,LNK-38512,7765.56,7747.45,790,803
FIN-45253,LNK-31162,19384.86,14222.93,815,777
FIN-65411,LNK-80569,6542.20,6679.40,804,799
FIN-14235,LNK-47179,11350.82,14228.16,793,812
FIN-12010,LNK-29705,16283.13,23399.05,642,674
FIN-56703,LNK-84442,4084.99,2718.08,628,588
FIN-40888,LNK-25920,5543.20,5623.10,783,785
FIN-47441,LNK-82381,12314.85,,762,
FIN-57506,LNK-33850,14995.44,16023.26,759,735
FIN-6955,LNK-89835,21289.84,,783,
FIN-88665,LNK-95493,5121.62,6215.62,681,725
FIN-80641,LNK-87400,9560.75,10325.09,692,674
FIN-48899,LNK-90241,19721.85,20373.85,756,760
FIN-53713,LNK-18927,11055.51,13049.02,685,730
FIN-28161,LNK-83345,8476.08,125453.52,725,761
FIN-40802,LNK-13735,3251.48,3257.58,741,722
FIN-33629,LNK-83242,16610.36,15641.63,801,786
FIN-99368,LNK-85717,11217.34,5681.40,643,471
FIN-12718,LNK-6167,21693.17,20189.38,710,704
FIN-67031,LNK-41492,8036.02,7824.46,593,586
FIN-7398,LNK-58779,11773.95,13104.76,747,739
FIN-83027,LNK-5373,11168.07,7395.13,607,498
FIN-86959,LNK-76965,16296.38,11666.80,680,506
FIN-58526,LNK-48823,40399.44,3630.94,637,617
FIN-28460,LNK-96991,5770.80,6187.27,788,823
FIN-78145,LNK-18224,11229.81,10911.73,747,722
FIN-20208,LNK-12813,16928.96,7119.43,746,585
FIN-3130,LNK-39680,10707.97,10230.40,637,622
FIN-95340,LNK-43823,12411.12,11563.75,720,695
FIN-5243,LNK-98973,19877.77,21363.09,588,584
FIN-18655,LNK-55460,6386.39,6668.17,693,703
FIN-46808,LNK-24021,20322.28,19660.95,665,663
FIN-70370,LNK-27318,4916.10,2695.06,768,667
FIN-46364,LNK-18322,21650.13,16969.56,620,589
FIN-57167,LNK-71701,3493.46,3489.39,784,776
FIN-44421,LNK-48953,5232.78,5591.44,730,742
FIN-29039,LNK-70579,21372.46,21146.83,624,619
FIN-32486,LNK-66771,14256.67,,690,
FIN-62567,LNK-36720,15244.62,14868.60,673,653
FIN-93209,LNK-22567,17418.20,18129.67,757,755
FIN-63497,LNK-34681,14032.58,14079.69,730,726
FIN-64191,LNK-64156,18834.13,13394.40,648,522
FIN-32713,LNK-39684,110606.76,9466.52,739,745
FIN-3415,LNK-98853,5862.47,5645.65,775,755
FIN-89736,LNK-45396,15918.27,6636.54,759,679
FIN-27222,LNK-16095,7566.61,8330.86,752,792
FIN-14031,LNK-62385,19671.93,20431.93,710,691
FIN-50614,LNK-10869,2846.29,2933.27,622,634
FIN-65897,LNK-19449,4188.19,4035.72,778,788
FIN-91113,LNK-99848,21374.80,21195.04,728,776
FIN-74034,LNK-30571,17474.73,23432.96,767,764
FIN-64049,LNK-89647,19969.44,19929.61,817,830
FIN-15190,LNK-95924,16774.30,15480.98,711,720
FIN-78581,LNK-89395,14474.09,,812,
FIN-22087,LNK-53089,5118.17,2290.30,762,578
FIN-55484,LNK-74048,3439.96,3766.49,764,757
FIN-15120,LNK-48942,21633.83,25668.75,744,767
FIN-49650,LNK-12836,15419.99,19838.18,589,619
FIN-38115,LNK-52717,4828.70,4495.32,685,686
FIN-72762,LNK-2824,10825.98,15527.93,599,599
FIN-63978,LNK-35663,19697.88,28268.76,792,809
FIN-89250,LNK-71329,5568.38,3717.14,765,663
FIN-21145,LNK-17199,19387.84,18329.09,697,689
FIN-2653,LNK-60609,18612.82,21504.95,810,844
FIN-14565,LNK-49311,14297.31,17235.65,800,827
FIN-19818,LNK-89188,7498.08,5470.17,770,690
FIN-35422,LNK-99174,21397.47,22135.03,803,785
FIN-88134,LNK-89125,10302.27,10896.70,711,726
FIN-8546,LNK-35362,38829.96,4204.80,797,790
FIN-19152,LNK-77619,20600.66,21437.22,654.0,635
FIN-50145,LNK-50941,9552.82,9008.95,765,776
FIN-39020,LNK-84695,6448.58,,796,
FIN-45173,LNK-49689,21926.57,30858.10,721,742
FIN-43106,LNK-15201,"$4,605.28",4309.61,635,646
FIN-4116,LNK-89452,18923.82,23579.14,662,686
FIN-87269,LNK-31647,12476.52,6179.75,709,570
FIN-8576,LNK-62797,8796.01,11058.62,674,681
FIN-45839,LNK-4280,20569.77,27154.80,701,723
FIN-39769,LNK-82205,13640.29,15004.23,624,614
FIN-78313,LNK-74584,10155.02,9661.31,674,687
FIN-5109,LNK-43992,5527.78,5694.36,615,605
FIN-67490,LNK-80964,7330.36,9075.02,639,645
FIN-98566,LNK-30015,6752.52,8990.89,668,679
FIN-95361,LNK-85889,11829.75,12299.91,823,800
FIN-5781,LNK-9285,21268.48,,614,
FIN-88268,LNK-84283,19329.16,19879.48,586,587
FIN-74870,LNK-61852,8487.05,8971.59,771,785
FIN-77827,LNK-92891,13770.72,13160.86,673,661
FIN-73163,LNK-40608,21884.43,25446.12,643,672
FIN-28365,LNK-86097,17065.30,16350.83,759,741
FIN-75452,LNK-54516,11078.73,13524.70,699,743
FIN-66008,LNK-16292,3758.79,3842.83,825,816
FIN-53620,LNK-19320,15201.27,5674.38,817,651
FIN-83719,LNK-6943,19551.67,19712.16,710,701
FIN-61063,LNK-5877,11790.88,11591.44,782.0,762
FIN-32051,LNK-40893,136580.88,15528.55,772,784
FIN-67846,LNK-65569,6417.07,9131.29,616,614
FIN-63693,LNK-16220,14156.28,15598.36,647,645
FIN-18708,LNK-13739,17472.18,18226.87,696,700
FIN-41613,LNK-31775,11361.30,"$10,752.07",607,615
FIN-50480,LNK-71457,9410.08,7255.72,652,596
FIN-13765,LNK-18781,21909.39,21483.34,715,704
FIN-52344,LNK-51940,10407.73,12964.64,793,815
FIN-29122,LNK-60459,6185.84,8370.98,783,815
FIN-2728,LNK-49629,9159.53,12152.66,730,769
FIN-27502,LNK-88881,9875.32,10023.94,694,699.0
FIN-37975,LNK-98404,10159.72,13602.92,642.0,675
FIN-33601,LNK-92289,12903.51,13203.31,593,577
FIN-69963,LNK-71804,20727.24,19338.39,687,692
FIN-29804,LNK-55935,8364.37,10271.80,695,718
FIN-88982,LNK-77983,4110.37,5252.24,781,798
FIN-8790,LNK-98290,10753.89,15047.31,802,828
FIN-4604,LNK-96236,16598.02,19605.78,781,808
FIN-4920,LNK-21253,21469.34,12927.20,771,693
FIN-77056,LNK-55379,21094.80,258417.60,602,616
FIN-11416,LNK-86841,6904.27,6818.68,682,669
FIN-39148,LNK-13978,17813.20,18755.54,654,665
